,person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G
6447,22,40000,0.0,6000,8.32,0,0.15,N,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
6448,21,40000,1.0,6000,10.08,0,0.15,N,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6449,23,34255,7.0,6000,22.11,1,0.18,Y,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6450,23,50000,5.0,7000,8.9,0,0.14,N,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6451,24,41000,3.0,6000,8.9,0,0.15,N,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6452,24,50000,0.0,18650,9.91,0,0.37,N,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6453,22,50000,6.0,4800,6.03,0,0.1,N,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6454,23,41000,3.0,6000,10.99,0,0.15,N,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6455,26,44000,10.0,20000,17.27,1,0.45,Y,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6456,24,41004,8.0,6000,7.68,0,0.15,N,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6457,23,41124,7.0,6000,7.49,0,0.15,N,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
6458,22,50000,6.0,6000,12.69,0,0.12,N,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6459,24,44000,4.0,2200,8.9,1,0.05,N,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6460,25,35196,2.0,6000,14.54,1,0.17,N,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6461,25,50000,9.0,18650,7.9,0,0.37,N,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6462,25,42000,5.0,6000,12.42,0,0.14,N,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6463,22,42000,6.0,6000,10.65,0,0.14,N,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
6464,23,42000,5.0,6000,9.99,0,0.14,N,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
6465,26,42000,3.0,6000,7.29,0,0.14,N,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6466,23,50000,6.0,17000,12.42,0,0.34,N,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6467,23,50000,7.0,3000,6.03,0,0.06,N,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6468,25,50000,6.0,11200,14.27,0,0.22,Y,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6469,24,42000,8.0,6000,12.68,0,0.14,N,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6470,25,50000,8.0,12500,10.65,0,0.25,N,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6472,24,50000,5.0,15000,16.29,0,0.3,N,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6473,26,42000,0.0,6000,11.12,0,0.14,N,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
6474,26,42000,8.0,6000,12.73,0,0.14,N,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6475,25,50000,2.0,20000,11.71,0,0.4,N,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6477,23,42996,2.0,6000,12.84,0,0.14,Y,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6478,25,50000,3.0,17000,6.03,0,0.34,N,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6481,26,50000,3.0,8000,6.62,0,0.16,N,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6482,25,50000,0.0,8000,19.42,0,0.16,N,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6483,23,50000,7.0,2000,6.62,0,0.04,N,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6484,21,50000,5.0,3500,6.03,0,0.07,N,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6485,25,50000,0.0,2600,6.03,0,0.05,N,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6486,26,44000,3.0,3500,16.29,1,0.08,N,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6487,25,44000,1.0,6000,12.69,0,0.14,N,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6488,23,44000,2.0,6000,14.22,0,0.14,Y,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6489,22,50000,6.0,8000,6.03,0,0.16,N,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6490,24,44000,1.0,6000,8.0,0,0.14,N,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6491,23,50000,4.0,12600,11.71,0,0.25,N,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6492,24,50000,5.0,5000,12.69,0,0.1,N,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6493,25,50000,2.0,10000,7.9,0,0.2,N,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6494,26,45000,1.0,6000,9.91,0,0.13,N,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6495,24,50000,7.0,7500,11.71,0,0.15,N,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6496,24,50000,7.0,20000,12.69,0,0.4,N,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6497,26,45000,1.0,6000,11.71,0,0.13,N,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
6498,24,50000,8.0,13700,6.03,0,0.27,N,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6499,25,39000,0.0,6000,13.49,1,0.15,Y,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
6500,22,50000,6.0,15000,7.9,0,0.3,N,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6501,23,39000,1.0,6000,15.99,1,0.15,N,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
6502,23,50000,3.0,10000,6.03,0,0.2,N,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6503,24,50000,2.0,12000,6.62,0,0.24,N,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6504,26,50000,10.0,9825,7.9,0,0.2,N,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6506,26,45000,3.0,6000,7.49,0,0.13,N,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6508,26,50000,4.0,17200,7.51,0,0.34,N,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6509,25,50000,9.0,9175,19.42,0,0.18,N,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6510,23,39000,7.0,6000,14.09,1,0.15,Y,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6511,26,45000,3.0,6000,5.79,0,0.13,N,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6512,22,45000,0.0,6000,13.23,0,0.13,N,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
6513,23,45000,2.0,6000,11.86,0,0.13,N,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
6514,23,45000,7.0,6000,11.49,0,0.13,N,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
6515,22,50000,6.0,12000,7.9,0,0.24,N,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6516,22,50000,6.0,7800,6.62,0,0.16,N,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6517,26,50000,10.0,5400,8.9,0,0.11,N,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6518,22,39000,6.0,6000,13.22,1,0.15,Y,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6520,23,45000,8.0,6000,12.53,0,0.13,N,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6521,21,45000,5.0,6000,9.38,0,0.13,N,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6522,25,39396,0.0,6000,15.31,1,0.15,Y,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
6523,26,50000,6.0,3000,9.91,0,0.06,N,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6524,26,50000,7.0,7200,6.62,0,0.14,N,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6525,26,39600,3.0,6000,12.42,1,0.15,N,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
6526,24,50000,3.0,15000,8.9,0,0.3,N,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6527,22,50000,6.0,1000,9.91,0,0.02,N,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6529,25,46000,3.0,6000,14.72,0,0.13,Y,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
6530,24,50000,5.0,22800,17.27,0,0.46,N,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6531,25,50000,4.0,9000,6.03,0,0.18,N,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6532,24,46151,2.0,6000,10.59,0,0.13,N,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
6534,25,50000,5.0,8000,5.42,0,0.16,N,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6535,23,46443,7.0,6000,7.9,0,0.13,N,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6536,26,50000,8.0,4200,12.99,0,0.08,Y,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6537,24,50000,8.0,8000,10.99,0,0.16,N,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6538,25,46500,1.0,6000,8.88,0,0.13,N,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6539,22,40680,2.0,6000,11.36,1,0.15,N,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6540,24,47000,7.0,6000,8.9,0,0.13,N,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
6541,23,50000,2.0,6400,8.49,0,0.13,N,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6542,25,47000,6.0,6000,11.71,0,0.13,N,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
6543,24,47000,8.0,6000,10.99,0,0.13,N,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
6544,24,47000,3.0,6000,7.66,0,0.13,N,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
6545,22,47000,2.0,6000,5.42,0,0.13,N,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6546,25,47000,1.0,6000,12.87,0,0.13,Y,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6547,26,47000,1.0,6000,10.33,0,0.13,N,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
6548,23,41500,3.0,6000,16.7,1,0.14,N,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6549,26,50000,10.0,14400,7.49,0,0.29,N,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6550,24,41628,6.0,6000,11.28,1,0.14,Y,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6551,24,47928,1.0,6000,12.53,0,0.13,N,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6552,23,44000,3.0,5400,10.99,1,0.12,N,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6554,26,44000,6.0,10000,5.42,1,0.23,N,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6555,23,50000,0.0,2800,10.59,0,0.06,N,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6556,23,42000,1.0,6000,12.99,1,0.14,N,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6557,26,50000,8.0,8000,10.59,0,0.16,N,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6558,25,48000,2.0,6000,12.99,0,0.13,Y,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6559,22,48000,6.0,6000,7.49,0,0.13,N,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
6560,25,48000,2.0,6000,10.37,0,0.13,N,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
6561,24,50000,7.0,11000,16.89,0,0.22,N,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6562,26,50000,5.0,12375,10.99,0,0.25,N,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6563,23,50000,5.0,3600,5.99,0,0.07,N,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6564,21,48000,5.0,6000,13.48,0,0.13,N,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
6566,22,44000,6.0,6400,15.99,1,0.15,Y,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6567,25,44000,9.0,9800,7.49,1,0.22,N,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6568,24,42000,2.0,6000,14.96,1,0.14,Y,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6569,26,48000,0.0,6000,8.59,0,0.13,N,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6570,26,50000,10.0,7500,5.99,0,0.15,N,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6571,23,50000,3.0,10000,10.99,0,0.2,N,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6572,22,50000,7.0,9000,8.49,0,0.18,N,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6573,23,48000,3.0,6000,11.89,0,0.13,N,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6574,23,42000,3.0,6000,14.42,1,0.14,N,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
6575,23,50000,7.0,2050,7.49,0,0.04,N,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6576,23,42000,2.0,6000,12.41,1,0.14,N,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
6577,24,48000,8.0,6000,12.22,0,0.13,Y,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6578,23,48500,1.0,6000,9.32,0,0.12,N,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6579,23,44000,7.0,10000,8.49,1,0.23,N,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6581,23,49000,6.0,6000,7.9,0,0.12,N,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
6583,24,50000,7.0,6000,13.99,0,0.12,Y,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6585,23,49152,2.0,6000,7.9,0,0.12,N,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
6586,21,49200,4.0,6000,13.72,0,0.12,N,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6587,22,50000,4.0,8000,10.59,0,0.16,N,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6588,24,49500,9.0,6000,16.07,0,0.12,Y,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
6589,21,50000,5.0,5375,7.49,0,0.11,N,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6590,22,50000,4.0,6000,10.65,0,0.12,N,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6591,23,50000,4.0,6000,11.49,0,0.12,N,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
6592,23,50000,7.0,15000,9.99,0,0.3,N,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6593,24,50000,0.0,6000,7.49,0,0.12,N,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
6595,24,50000,5.0,6000,14.79,0,0.12,N,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6596,22,50000,3.0,6000,13.49,0,0.12,Y,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6597,25,50000,1.0,6000,14.79,0,0.12,Y,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6598,24,50000,8.0,9600,6.99,0,0.19,N,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6599,23,50000,4.0,6000,13.49,0,0.12,N,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
6600,25,50000,5.0,6000,12.99,0,0.12,Y,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6601,22,50000,4.0,5000,12.62,0,0.1,N,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6603,24,50000,5.0,3500,10.99,0,0.07,N,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6604,24,50000,1.0,6000,5.79,0,0.12,N,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6605,26,50000,7.0,12000,8.49,0,0.24,N,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6606,23,50000,4.0,6000,5.79,0,0.12,N,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
6607,21,50000,5.0,7000,10.59,0,0.14,N,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6608,25,50000,9.0,6000,14.17,0,0.12,N,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6609,21,50000,5.0,6000,10.75,0,0.12,N,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6610,22,50000,3.0,6000,10.25,0,0.12,N,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
6611,24,50000,8.0,15000,9.99,0,0.3,N,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6612,23,50000,5.0,6000,11.48,0,0.12,N,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
6613,22,44000,6.0,5000,5.42,1,0.11,N,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6614,26,50000,6.0,10800,10.99,0,0.22,N,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6615,23,50000,4.0,4800,5.99,0,0.1,N,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6616,22,50000,6.0,6000,11.89,0,0.12,N,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
6617,23,50000,6.0,7000,5.99,0,0.14,N,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6618,22,50000,2.0,6000,10.46,0,0.12,N,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
6619,22,50000,0.0,6400,7.29,0,0.13,N,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6620,26,44000,4.0,11500,9.63,1,0.26,N,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6621,22,50508,5.0,6000,5.42,0,0.12,N,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
6622,24,50000,4.0,5000,10.0,0,0.1,N,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6623,23,50000,3.0,6000,6.92,0,0.12,N,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6624,22,50650,4.0,6000,11.86,0,0.12,N,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
6625,24,50000,8.0,3000,7.66,0,0.06,N,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6626,24,50740,0.0,6000,9.63,0,0.12,N,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6627,24,45000,0.0,6000,17.19,1,0.13,N,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
6628,25,50000,9.0,10000,6.92,0,0.2,N,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6629,26,51356,4.0,6000,5.79,0,0.12,N,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
6630,26,51500,3.0,6000,10.75,0,0.12,N,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6631,25,51541,0.0,6000,12.18,0,0.12,N,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
6632,26,45928,5.0,6000,7.9,1,0.13,N,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6633,23,52000,4.0,6000,14.22,0,0.12,N,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6634,25,50000,9.0,8000,10.0,0,0.16,N,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6635,25,52000,2.0,6000,12.87,0,0.12,Y,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
6636,25,52000,4.0,6000,14.96,0,0.12,Y,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
6637,26,52000,10.0,6000,15.68,0,0.12,N,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6638,24,52800,3.0,6000,9.91,0,0.11,N,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6639,22,50000,6.0,6400,6.92,0,0.13,N,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6640,25,53000,9.0,6000,7.9,0,0.11,N,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6641,22,50000,3.0,5000,7.29,0,0.1,N,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6642,24,53000,0.0,6000,11.49,0,0.11,N,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6643,23,50000,5.0,6000,7.66,0,0.12,N,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6644,22,53819,2.0,6000,7.42,0,0.11,N,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6646,22,50000,6.0,6800,6.92,0,0.14,N,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6647,22,50000,3.0,6000,11.11,0,0.12,N,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6648,22,54000,6.0,6000,12.98,0,0.11,N,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
6649,24,54000,2.0,6000,7.14,0,0.11,N,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6650,26,48000,0.0,6000,16.45,1,0.13,N,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6652,25,54000,4.0,6000,8.59,0,0.11,N,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6653,23,54000,0.0,6000,12.53,0,0.11,Y,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6655,22,50000,7.0,8800,11.11,0,0.18,N,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6656,22,50000,4.0,12000,7.29,0,0.24,N,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6657,25,50000,5.0,4000,13.43,0,0.08,Y,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6658,26,48700,0.0,6000,14.59,1,0.12,N,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6659,22,54996,4.0,6000,10.75,0,0.11,N,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
6660,26,50000,1.0,15000,10.37,0,0.3,N,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6662,25,55000,0.0,6000,10.65,0,0.11,N,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
6663,22,55000,6.0,6000,14.27,0,0.11,Y,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6664,23,50000,2.0,14400,10.0,0,0.29,N,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6665,22,55000,2.0,6000,8.9,0,0.11,N,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6667,24,55000,0.0,6000,6.03,0,0.11,N,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
6668,22,55000,6.0,6000,6.62,0,0.11,N,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6669,24,50000,2.0,7000,5.42,0,0.14,N,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6670,23,55000,7.0,6000,10.99,0,0.11,N,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6671,22,55000,6.0,6000,6.99,0,0.11,N,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
6672,21,49000,4.0,6000,15.99,1,0.12,N,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
6673,26,55000,10.0,6000,5.42,0,0.11,N,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6674,22,55000,7.0,6000,9.25,0,0.11,N,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6675,22,50000,4.0,5150,8.88,0,0.1,N,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6676,24,50000,8.0,12000,5.42,0,0.24,N,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6677,21,49000,5.0,6000,14.84,1,0.12,Y,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
6678,26,55000,6.0,6000,7.14,0,0.11,N,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6679,21,55000,3.0,6000,10.99,0,0.11,N,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6680,22,55000,5.0,6000,7.51,0,0.11,N,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
6681,22,50000,4.0,7000,9.25,0,0.14,N,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6682,26,49200,7.0,6000,16.49,1,0.12,Y,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6685,23,56000,6.0,6000,7.49,0,0.11,N,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6686,25,50000,7.0,6600,12.61,0,0.13,Y,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
